batchnum,hitid,hittypeid,title,description,keywords,reward,maxassignments,requesterannotation,assignmentdurationinseconds,autoapprovaldelayinseconds,expiration,numberofsimilarhits,lifetimeinseconds,assignmentid,assignmentstatus,requesterfeedback,worktimeinseconds,lifetimeapprovalrate,last30daysapprovalrate,last7daysapprovalrate,approve,reject,inputid,inputname,inputuniversity,inputdomain,inputdepts,inputfield,inputdupct,inputurl,answerothertxt,answerpagefound,answersrctype,answerurl,answerdeptmatch,answerfieldmatch,UTCflag,creationtime,accepttime,submittime,autoapprovaltime,approvaltime,rejectiontime,nassign,maxtotwt,maxavgwt,minhrrew,anonid
2127766,3PUOXASB57X4HXIO737RZXGB89E9ZQ,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:50 PDT 2015,,,3K4J6M3CXFNLIJVI0K24Y568RMEGA5,Approved,,33,99% (96/97),99% (96/97),99% (96/97),,,31246,Arnaldo C Malave,New York University,nyu.edu,"Spanish</li><li>Hispanic and Luso Brazilian Literatures and Languages</li><li>Spanish and Portuguese</li><li>Spanish and Portuguese Languages and Literatures</li><li>Spanish Language and Literature</li><li>Hispanic and Luso-Brazilian Literatures and Linguistics</li><li>Spanish and Portuguese Languages and Cultures</li><li>Hispanic and Luso Literatures, Cultures and Linguistics</li><li>Hispanic Languages and Literatures</li><li>Portuguese",Spanish and Portuguese Language and Literature,1,http://hemi.nyu.edu/hemi/en/e-misferica-61/gopinath,,,,,,1,,1760791130000,18oct2015 12:49:52,18oct2015 12:50:25,1760820625000,1760793244000,,61,2215,36.311474,5.9485331,21
2127766,36KM3FWE3R631TO5OCWFF2MJVC807E,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:46 PDT 2015,,,32XVDSJFP0RW5QW0Y87K5S77BKXM2B,Approved,,30,99% (96/97),99% (96/97),99% (96/97),,,21524,Eric A Abbott,Iowa State University,iastate.edu,Sociology</li><li>Criminal Justice</li><li>Family Social Science</li><li>Family and Consumer Sciences</li><li>Family Studies</li><li>Human Ecology</li><li>Gerontology</li><li>Sociology and Anthropology</li><li>Demography</li><li>Family and Human Development,Sociology,1,http://www.jlmc.iastate.edu/faculty/abbott.shtml,,,,,,0,,1760791126000,18oct2015 12:46:05,18oct2015 12:46:35,1760820395000,1760792630000,,61,2215,36.311474,5.9485331,21
2127698,3GV1I4SEO9JXUPZMUVD678EB3ZW6LR,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:40 PDT 2015,,,3IAS3U3I0GA0MZS37JHBRCWDZLOB26,Approved,,24,97% (35/36),97% (35/36),97% (35/36),,,61687,Judith A Tickner,University of Southern California,usc.edu,Political Science</li>&nbsp;<li>Politics</li>&nbsp;<li>Government and Politics</li>&nbsp;<li>Government</li>&nbsp;<li>International Relations</li>&nbsp;<li>Political Economy and Public Policy</li>&nbsp;<li>Political Science and International Affairs</li>&nbsp;<li>Political Economy and Government</li>&nbsp;<li>International Relations and Public Administration,Political Science,1,,,1,1,http://dornsife.usc.edu/cf/faculty-and-staff/faculty.cfm?pid=1003764,,,,1760785060000,18oct2015 11:11:51,18oct2015 11:12:15,1760793135000,1760785991000,,36,1872,52,9.6923075,21
2127698,3VGZ74AYTGA6OEUMTVTTGG1D34MGCO,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:55 PDT 2015,,,3AUQQEL7U6N8Z3NVXD4X90X55FJV0B,Approved,,30,97% (35/36),97% (35/36),97% (35/36),,,67088,Ned Kalin,University of Wisconsin Madison,wisc.edu,Psychology</li>&nbsp;<li>Psychological Sciences</li>&nbsp;<li>Human Development and Family Studies</li>&nbsp;<li>Psychological and Quantitative Foundations</li>&nbsp;<li>Human Development</li>&nbsp;<li>Psychology and Neuroscience</li>&nbsp;<li>Cognitive Science</li>&nbsp;<li>Applied Psychology</li>&nbsp;<li>Counseling Psychology</li>&nbsp;<li>Clinical Psychology </li>&nbsp;<li>Child Psychology</li>&nbsp;<li>Comparative Human Development</li>&nbsp;<li>Child Development and Family Studies</li>&nbsp;<li>Psychological and Brain Sciences</li>&nbsp;<li>Family and Consumer Sciences Education and Studies</li>&nbsp;<li>Family and Child Sciences,Psychology,1,,,1,1,http://www.med.wisc.edu/meet-our-researchers/ned-kalin/40845,,,,1760785075000,18oct2015 11:11:02,18oct2015 11:11:32,1760793092000,1760785946000,,36,1872,52,9.6923075,21
2127766,3RHLQY6EDTY0HQ7GYQM3RXMSYZQD4Z,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:48 PDT 2015,,,39RP059MEINQT3WWH10V6LAB5QCBM4,Approved,,15,99% (96/97),99% (96/97),99% (96/97),,,25928,David Kirk,University of Maryland College Park,umd.edu,Sociology</li><li>Criminal Justice</li><li>Family Social Science</li><li>Family and Consumer Sciences</li><li>Family Studies</li><li>Human Ecology</li><li>Gerontology</li><li>Sociology and Anthropology</li><li>Demography</li><li>Family and Human Development,Sociology,1,http://www.ccjs.umd.edu/news/former-ccjs-professor-david-kirk-featured-new-yorker-magazine,,,,,,1,,1760791128000,18oct2015 12:51:04,18oct2015 12:51:19,1760820679000,1760793245000,,61,2215,36.311474,5.9485331,21
2127766,39KMGHJ4RZ4PJIOL3DB60NCWNY200E,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:40 PDT 2015,,,3K3R2QNK8CXQIIM8SJDL6PWFUCAU93,Approved,,557,99% (96/97),99% (96/97),99% (96/97),,,46014,Clinton Sanders,University of Colorado Boulder,colorado.edu,Sociology</li><li>Criminal Justice</li><li>Family Social Science</li><li>Family and Consumer Sciences</li><li>Family Studies</li><li>Human Ecology</li><li>Gerontology</li><li>Sociology and Anthropology</li><li>Demography</li><li>Family and Human Development,Sociology,1,http://sociology.colorado.edu/sites/default/files/4017E-Vermilya.pdf,,,,,,99,,1760791120000,18oct2015 13:03:53,18oct2015 13:13:10,1760821990000,1760793272000,,61,2215,36.311474,5.9485331,21
2127766,38XPGNCKHTUMB772PBMXXJSZY6UV4G,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:36 PDT 2015,,,3QAVNHZ3ENY14B9JBBZKBXBGN3ZLAF,Approved,,33,99% (96/97),99% (96/97),99% (96/97),,,796,Juliane Schober,Arizona State University,asu.edu,Religious Studies</li><li>Religion</li><li>Divinity</li><li>Buddhist Studies</li><li>Religion and Social Ethics,Religion,1,https://webapp4.asu.edu/directory/person/44719,,,,,,1,,1760791116000,18oct2015 12:44:04,18oct2015 12:44:37,1760820277000,1760792323000,,61,2215,36.311474,5.9485331,21
2127698,34D9ZRXCYROLL46F4HRJZZUSRCVAS0,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:49 PDT 2015,,,3GS6S824SRROZOF7OTBR6ECWKHWNWO,Approved,,134,97% (35/36),97% (35/36),97% (35/36),,,62720,Annette L Fitzpatrick,University of Washington,washington.edu,Epidemiology</li>&nbsp;<li>Public Health</li>&nbsp;<li>Environmental Health Science</li>&nbsp;<li>Health Sciences</li>&nbsp;<li>Maternal and Child Health</li>&nbsp;<li>Environmental Health</li>&nbsp;<li>Health Behavior and Health Education</li>&nbsp;<li>Epidemiology and Biostatistics</li>&nbsp;<li>Biological Sciences in Public Health</li>&nbsp;<li>Health Behavior and Education</li>&nbsp;<li>International Health</li>&nbsp;<li>Public and Community Health</li>&nbsp;<li>Health Informatics</li>&nbsp;<li>Occupational and Environmental Health</li>&nbsp;<li>Population Health</li>&nbsp;<li>Public Health (Epidemiology)</li>&nbsp;<li>Public Health (Health Behavior)</li>&nbsp;<li>Clinical Investigation,Public Health,1,,,1,1,http://depts.washington.edu/epidem/fac/facBio.shtml?Fitzpatrick_Annette,,,,1760785069000,18oct2015 11:14:16,18oct2015 11:16:30,1760793390000,1760786314000,,36,1872,52,9.6923075,21
2127766,3LCXHSGDLT0OBHNRKMT5VIKJCRUSEE,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:40 PDT 2015,,,33OOO72IVIFDG3EM4YX23JBLHJ7CTC,Approved,,412,99% (96/97),99% (96/97),99% (96/97),,,45810,Arne Beck,University of Colorado Boulder,colorado.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://artsandsciences.colorado.edu/magazine/2014/12/web-based-mindfulness-therapy-shows-promise-in-treating-depression/,,,,,,99,,1760791120000,18oct2015 13:03:39,18oct2015 13:10:31,1760821831000,1760793272000,,61,2215,36.311474,5.9485331,21
2127698,3XBXDSS888DAD4JIVIMW7LRV03VXLC,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:44 PDT 2015,,,3MH9DQ757X65XS9G6PJVY6I2YPZGUA,Approved,,53,97% (35/36),97% (35/36),97% (35/36),,,15841,Dongwan Yoo,University of Illinois at Urbana-Champaign,illinois.edu,Veterinary Microbiology and Preventative Medicine</li>&nbsp;<li>Pathobiology</li>&nbsp;<li>Veterinary Medicine</li>&nbsp;<li>Veterinary Medical Science</li>&nbsp;<li>Veterinary Pathology</li>&nbsp;<li>Veterinary Clinical Sciences</li>&nbsp;<li>Comparative and Veterinary Medicine</li>&nbsp;<li>Veterinary Preventive Medicine</li>&nbsp;<li>Veterinary Pathobiology</li>&nbsp;<li>Veterinary Clinical Medicine,Veterinary Medicine,1,,,1,4,http://vetmed.illinois.edu/taking-aim-arteriviruses-targets-better-vaccine/,,,,1760785064000,18oct2015 11:04:44,18oct2015 11:05:37,1760792737000,1760785594000,,36,1872,52,9.6923075,21
2127766,3MNJFORX8BYFBTPC3103KPVRA81F5H,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:46 PDT 2015,,,33NF62TLXKW1LYU5KH0WPW1KOQPKJS,Approved,,429,99% (96/97),99% (96/97),99% (96/97),,,60490,Susan T Ennett,University of North Carolina Chapel Hill,unc.edu,Epidemiology</li><li>Public Health</li><li>Environmental Health Science</li><li>Health Sciences</li><li>Maternal and Child Health</li><li>Environmental Health</li><li>Health Behavior and Health Education</li><li>Epidemiology and Biostatistics</li><li>Biological Sciences in Public Health</li><li>Health Behavior and Education</li><li>International Health</li><li>Public and Community Health</li><li>Health Informatics</li><li>Occupational and Environmental Health</li><li>Population Health</li><li>Public Health (Epidemiology)</li><li>Public Health (Health Behavior)</li><li>Clinical Investigation,Public Health,1,http://sph.unc.edu/profiles/susan-ennett-phd/,,,,,,1,,1760791126000,18oct2015 13:03:41,18oct2015 13:10:50,1760821850000,1760793272000,,61,2215,36.311474,5.9485331,21
2127698,3G4VVJO6PZAUKPZ9OR0EY8SD94HKP8,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,2,BatchId:2127698;,900,7200,Wed Oct 21 10:57:52 PDT 2015,,,3O7L7BFSHFJ24NIP6D4TF09FREYEIK,Rejected,"Name only in topic of paper, no information on department/field",202,97% (35/36),97% (35/36),97% (35/36),,,22958,Elizabeth Jordan,Johns Hopkins University,jhu.edu,Epidemiology</li>&nbsp;<li>Public Health</li>&nbsp;<li>Environmental Health Science</li>&nbsp;<li>Health Sciences</li>&nbsp;<li>Maternal and Child Health</li>&nbsp;<li>Environmental Health</li>&nbsp;<li>Health Behavior and Health Education</li>&nbsp;<li>Epidemiology and Biostatistics</li>&nbsp;<li>Biological Sciences in Public Health</li>&nbsp;<li>Health Behavior and Education</li>&nbsp;<li>International Health</li>&nbsp;<li>Public and Community Health</li>&nbsp;<li>Health Informatics</li>&nbsp;<li>Occupational and Environmental Health</li>&nbsp;<li>Population Health</li>&nbsp;<li>Public Health (Epidemiology)</li>&nbsp;<li>Public Health (Health Behavior)</li>&nbsp;<li>Clinical Investigation,Public Health,1,,,1,4,http://muse.jhu.edu/journals/american_literary_realism/v040/40.1roggenkamp.html,,,,1760785072000,18oct2015 11:14:19,18oct2015 11:17:41,1760793461000,,1760786618000,36,1872,52,9.6923075,21
2127766,3EPG8DX9LKKR26E6H4W8WJ9VCEP5PB,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:47 PDT 2015,,,33IZTU6J82V041C26UOZ7R09GIGXS9,Approved,,25,99% (96/97),99% (96/97),99% (96/97),,,62490,Tridib Banerjee,University of Southern California,usc.edu,"Public Policy and Administration</li><li>Public Policy</li><li>Health Services</li><li>Public Administration</li><li>Public Affairs</li><li>Policy, Planning and Development</li><li>Social Service Administration</li><li>Public Policy Studies</li><li>Education and Social Policy - Learning Sciences</li><li>Health Policy And Management</li><li>Social Policy to Education and Social Policy - Human Development and Social Policy</li><li>Public and International Affairs</li><li>Health Policy</li><li>Energy and Resources</li><li>Health Services Research, Policy and Administration","Public Affairs, Public Policy and Public Administration",1,http://priceschool.usc.edu/tridib-banerjee/,,,,,,1,,1760791127000,18oct2015 12:42:09,18oct2015 12:42:34,1760820154000,1760792324000,,61,2215,36.311474,5.9485331,21
2127766,31KPKEKW4A7Q35RV1T8VK48FE2ZB0B,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:45 PDT 2015,,,3HYA4D452SDQZG4JCL37A2NYEJMF2Y,Approved,,53,99% (96/97),99% (96/97),99% (96/97),,,60164,Robin Mcwilliam,University of North Carolina Chapel Hill,unc.edu,"Education</li><li>Teaching and Learning</li><li>Teaching and Teacher Education</li><li>Teacher Education</li><li>Work, Community and Family Education</li><li>Science Education</li><li>Science and Mathematics Education</li><li>Teaching and Learning, Policy and Leadership</li><li>Teaching, Learning, Policy and Leadership</li><li>Education Teaching and Learning",Teacher Education and Professional Development,1,http://inclusioninstitute.fpg.unc.edu/node/324,,,,,,99,,1760791125000,18oct2015 12:46:16,18oct2015 12:47:09,1760820429000,1760792625000,,61,2215,36.311474,5.9485331,21
2127766,3A3KKYU7P3BFUMWDLPRP5FSDR6HMWC,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:41 PDT 2015,,,3DI28L7YXB8R4HMRY6JNN1STACU1EM,Approved,,135,99% (96/97),99% (96/97),99% (96/97),,,49655,Sebastiaan Faber,University of California Davis,ucdavis.edu,"Spanish</li><li>Hispanic and Luso Brazilian Literatures and Languages</li><li>Spanish and Portuguese</li><li>Spanish and Portuguese Languages and Literatures</li><li>Spanish Language and Literature</li><li>Hispanic and Luso-Brazilian Literatures and Linguistics</li><li>Spanish and Portuguese Languages and Cultures</li><li>Hispanic and Luso Literatures, Cultures and Linguistics</li><li>Hispanic Languages and Literatures</li><li>Portuguese",Spanish and Portuguese Language and Literature,1,http://spanish.ucdavis.edu/sites/spanish.ucdavis.edu/files/boletin2010.pdf,,,,,,1,,1760791121000,18oct2015 12:54:30,18oct2015 12:56:45,1760821005000,1760792633000,,61,2215,36.311474,5.9485331,21
2127766,31JUPBOORNYKY3IANAA4RMA29UP8LI,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:49 PDT 2015,,,3EQHHY4HQTMOCDJ15OBNQUQMZ8D5GO,Approved,,482,99% (96/97),99% (96/97),99% (96/97),,,64849,Dale Swoboda,Walden University,waldenu.edu,"Public Policy and Administration</li><li>Public Policy</li><li>Health Services</li><li>Public Administration</li><li>Public Affairs</li><li>Policy, Planning and Development</li><li>Social Service Administration</li><li>Public Policy Studies</li><li>Education and Social Policy - Learning Sciences</li><li>Health Policy And Management</li><li>Social Policy to Education and Social Policy - Human Development and Social Policy</li><li>Public and International Affairs</li><li>Health Policy</li><li>Energy and Resources</li><li>Health Services Research, Policy and Administration","Public Affairs, Public Policy and Public Administration",1,http://www.waldenu.edu/colleges-schools/school-of-public-policy-and-administration/faculty/bios/dale-swoboda,,,,,,1,,1760791129000,18oct2015 13:03:42,18oct2015 13:11:44,1760821904000,1760793271000,,61,2215,36.311474,5.9485331,21
2127766,30EV7DWJTVPHUO6LDA2W1GG7CE26YL,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:39 PDT 2015,,,3BV8HQ2ZZXVJLQ6CO7TIMETJX8B6AT,Approved,,29,99% (96/97),99% (96/97),99% (96/97),,,43242,Debra Street,State University of New York Buffalo,buffalo.edu,Sociology</li><li>Criminal Justice</li><li>Family Social Science</li><li>Family and Consumer Sciences</li><li>Family Studies</li><li>Human Ecology</li><li>Gerontology</li><li>Sociology and Anthropology</li><li>Demography</li><li>Family and Human Development,Sociology,1,http://www.buffalo.edu/directory/user/dastreet?query=st&affiliation=&qualifier=general&perpage=10&start=210,,,,,,1,,1760791119000,18oct2015 12:43:51,18oct2015 12:44:20,1760820260000,1760792320000,,61,2215,36.311474,5.9485331,21
2127766,37NXA7GVST0I9FENV3LEJ0UAKSPVL9,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:45 PDT 2015,,,3VNL7UK1XGDKJFYWV0N3BPWOEWZFTQ,Approved,,522,99% (96/97),99% (96/97),99% (96/97),,,20682,Paul A Romitti,University of Iowa,uiowa.edu,Epidemiology</li><li>Public Health</li><li>Environmental Health Science</li><li>Health Sciences</li><li>Maternal and Child Health</li><li>Environmental Health</li><li>Health Behavior and Health Education</li><li>Epidemiology and Biostatistics</li><li>Biological Sciences in Public Health</li><li>Health Behavior and Education</li><li>International Health</li><li>Public and Community Health</li><li>Health Informatics</li><li>Occupational and Environmental Health</li><li>Population Health</li><li>Public Health (Epidemiology)</li><li>Public Health (Health Behavior)</li><li>Clinical Investigation,Public Health,1,http://www.public-health.uiowa.edu/epi-faculty-list/,,,,,,1,,1760791125000,18oct2015 13:03:43,18oct2015 13:12:25,1760821945000,1760793272000,,61,2215,36.311474,5.9485331,21
2127766,37Y5RYYI0PZXHHE8FRJXJ75QSX5XSS,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:39 PDT 2015,,,3WOKGM4L72AD9JEYW1IJE83X9MU0OM,Approved,,588,99% (96/97),99% (96/97),99% (96/97),,,6492,Ernest Drucker,City University of New York,cuny.edu,Sociology</li><li>Criminal Justice</li><li>Family Social Science</li><li>Family and Consumer Sciences</li><li>Family Studies</li><li>Human Ecology</li><li>Gerontology</li><li>Sociology and Anthropology</li><li>Demography</li><li>Family and Human Development,Sociology,1,http://justpublics365.commons.gc.cuny.edu/2013/12/10/special-interview-ernie-drucker/,,,,,,0,,1760791119000,18oct2015 13:04:31,18oct2015 13:14:19,1760822059000,1760793538000,,61,2215,36.311474,5.9485331,21
2127766,3DWNFENNE3PDKC788M8EUVH53JN4J4,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:39 PDT 2015,,,3OS4RQUCRA9KNT4FVEWIBVQ28PYFBZ,Approved,,21,99% (96/97),99% (96/97),99% (96/97),,,43460,Janice Hastrup,State University of New York Buffalo,buffalo.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://wings.buffalo.edu/psychology/jhastrup/,,,,,,1,,1760791119000,18oct2015 12:41:12,18oct2015 12:41:33,1760820093000,1760792324000,,61,2215,36.311474,5.9485331,21
2127698,3EHIMLB7F7TIC7ZKWPV6ZUHVSDE8H9,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:54 PDT 2015,,,3YJ6NA41JCA2WPRLX954LDNJI0PJPM,Approved,,249,97% (35/36),97% (35/36),97% (35/36),,,64841,Constance Patterson,Walden University,waldenu.edu,Psychology</li>&nbsp;<li>Psychological Sciences</li>&nbsp;<li>Human Development and Family Studies</li>&nbsp;<li>Psychological and Quantitative Foundations</li>&nbsp;<li>Human Development</li>&nbsp;<li>Psychology and Neuroscience</li>&nbsp;<li>Cognitive Science</li>&nbsp;<li>Applied Psychology</li>&nbsp;<li>Counseling Psychology</li>&nbsp;<li>Clinical Psychology </li>&nbsp;<li>Child Psychology</li>&nbsp;<li>Comparative Human Development</li>&nbsp;<li>Child Development and Family Studies</li>&nbsp;<li>Psychological and Brain Sciences</li>&nbsp;<li>Family and Consumer Sciences Education and Studies</li>&nbsp;<li>Family and Child Sciences,Psychology,1,,Dissertation,1,5,http://scholarworks.waldenu.edu/cgi/viewcontent.cgi?article=1800&context=dissertations,,,,1760785074000,18oct2015 11:14:20,18oct2015 11:18:29,1760793509000,1760786730000,,36,1872,52,9.6923075,21
2127766,34ZTTGSNJXIOIBZGIJC6LL2VMJ1HQU,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:36 PDT 2015,,,3907X2AHF1Z2QTTDQOZCMW12GP92PO,Approved,,443,99% (96/97),99% (96/97),99% (96/97),,,231,Cheryl D Conrad,Arizona State University,asu.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,https://webapp4.asu.edu/directory/cv?id=25449,,,,,,1,,1760791116000,18oct2015 13:03:42,18oct2015 13:11:05,1760821865000,1760793271000,,61,2215,36.311474,5.9485331,21
2127698,35O6H0UNLSAVGVB8MRROZNNJ3FH5J9,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:50 PDT 2015,,,39RP059MEINQT3WWH10V6LAB5Q4MB7,Approved,,17,97% (35/36),97% (35/36),97% (35/36),,,28662,Daheia B Anderson,University of Minnesota,umn.edu,Epidemiology</li>&nbsp;<li>Public Health</li>&nbsp;<li>Environmental Health Science</li>&nbsp;<li>Health Sciences</li>&nbsp;<li>Maternal and Child Health</li>&nbsp;<li>Environmental Health</li>&nbsp;<li>Health Behavior and Health Education</li>&nbsp;<li>Epidemiology and Biostatistics</li>&nbsp;<li>Biological Sciences in Public Health</li>&nbsp;<li>Health Behavior and Education</li>&nbsp;<li>International Health</li>&nbsp;<li>Public and Community Health</li>&nbsp;<li>Health Informatics</li>&nbsp;<li>Occupational and Environmental Health</li>&nbsp;<li>Population Health</li>&nbsp;<li>Public Health (Epidemiology)</li>&nbsp;<li>Public Health (Health Behavior)</li>&nbsp;<li>Clinical Investigation,Public Health,1,,,1,1,http://www.cehd.umn.edu/Kin/people/barra027.html,,,,1760785070000,18oct2015 11:05:38,18oct2015 11:05:55,1760792755000,1760785749000,,36,1872,52,9.6923075,21
2127766,3OCZWXS7ZO11BLZ8PC31F20B74O5LD,3D92QE1HWKMN8Q14BXBKFG8EGWQ38K,Verify professor field,Use link to verify professor's field of study or teaching,"data collection, university, verification",.06,1,BatchId:2127766;,900,28800,Tue Oct 20 12:38:45 PDT 2015,,,3OUYGIZWR8SVUJQZB1VY388NJROP0Q,Approved,,599,99% (96/97),99% (96/97),99% (96/97),,,60026,Regina Santella,University of North Carolina Chapel Hill,unc.edu,Epidemiology</li><li>Public Health</li><li>Environmental Health Science</li><li>Health Sciences</li><li>Maternal and Child Health</li><li>Environmental Health</li><li>Health Behavior and Health Education</li><li>Epidemiology and Biostatistics</li><li>Biological Sciences in Public Health</li><li>Health Behavior and Education</li><li>International Health</li><li>Public and Community Health</li><li>Health Informatics</li><li>Occupational and Environmental Health</li><li>Population Health</li><li>Public Health (Epidemiology)</li><li>Public Health (Health Behavior)</li><li>Clinical Investigation,Public Health,1,http://gradschool.unc.edu/policies/faculty-staff/faculty/fixed.html,,,,,9,,,1760791125000,18oct2015 13:04:39,18oct2015 13:14:38,1760822078000,1760793538000,,61,2215,36.311474,5.9485331,21
